,Model,Best_model_params,RMSE,R2,Top_20_genes_pc1
ISOX:bortezomib (250:1 mol/mol),BayesianRidge,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'lambda_1': 1e-05, 'lambda_2': 1e-06}",1.0166581144436693,0.11874650370682727,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT5', 'KRT6A', 'KRT8', 'S100A11', 'FTH1']"
IU1,ARDRegression,"{'alpha_1': 1e-06, 'alpha_2': 1e-05}",0.6351330866013383,0.0022262537596042797,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT8', 'KRT18', 'KRT17', 'AC107016.1', 'KRT5', 'MT-TS1']"
JQ-1,LassoLars,{'alpha': 0.1},1.8992270153561572,0.22997547775204907,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT19', 'KRT14', 'AC107016.2', 'KRT6A', 'LCN2', 'KRT18']"
JQ-1:MK-0752 (1:1 mol/mol),SVR,"{'C': 0.1, 'kernel': 'linear'}",1.9235969997126148,0.12884601907390503,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT18', 'KRT17', 'KRT8', 'KRT5', 'AC107016.1', 'FTH1']"
JQ-1:UNC0638 (2:1 mol/mol),RandomForestRegressor,{'n_estimators': 200},1.7882590732838237,0.2167061180226223,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT18', 'KRT8', 'AC107016.1', 'FTH1', 'S100A11', 'SPINT2']"
JQ-1:carboplatin (1:1 mol/mol),ExtraTreesRegressor,{'n_estimators': 200},1.626628079462252,0.24964570735433633,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'KRT5', 'KRT18', 'KRT8', 'LCN2', 'KRT14']"
JQ-1:navitoclax (2:1 mol/mol),ExtraTreesRegressor,{'n_estimators': 200},1.9953040335453422,0.1940049564729056,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT18', 'KRT8', 'KRT17', 'FTH1', 'AC107016.1', 'KRT5']"
JQ-1:vorinostat (2:1 mol/mol),SGDRegressor,{'alpha': 0.001},1.4768334578620748,0.2579522097235256,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'FTH1', 'KRT17', 'KRT8', 'KRT18', 'KRT6A', 'AC107016.1']"
JW-480,OrthogonalMatchingPursuit,{'n_nonzero_coefs': 5},0.7425073656923843,0.03027157841184991,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT5', 'KRT17', 'KRT14', 'KRT19', 'KRT8', 'KRT18', 'FTH1']"
JW-55,QuantileRegressor,{'alpha': 0.1},1.0129103925966105,0.010401376154869912,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND3', 'MT-ND1', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'CTD-2328D6.1', 'LCN2', 'AC107016.2', 'FTH1', 'KRT8', 'FN1', 'KRT18', 'S100A11']"
JW-74,ARDRegression,"{'alpha_1': 1e-06, 'alpha_2': 1e-05}",0.9438665466698153,0.029334563535273972,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'AC107016.2', 'KRT19', 'KRT14', 'KRT17', 'KRT8', 'KRT18', 'KRT6A']"
KH-CB19,QuantileRegressor,{'alpha': 0.1},1.0000149404748109,-0.00016894325224403595,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'KRT5', 'KRT6A', 'KRT17', 'AC107016.2', 'KRT14', 'KRT19', 'FTH1', 'KRT8']"
KHS101,KNeighborsRegressor,{'n_neighbors': 5},0.9069203144936551,0.10591924884754167,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT8', 'KRT18', 'KRT17', 'KRT5', 'AC107016.1', 'KRT14']"
KPT185,HuberRegressor,{'epsilon': 1.35},2.1810988850472284,0.4280661347671808,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT17', 'KRT14', 'AC107016.2', 'KRT6A', 'KRT19', 'KRT8', 'KRT18']"
KU 0060648,RandomForestRegressor,{'n_estimators': 200},1.2711230454593878,0.14194510478309597,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT17', 'KRT5', 'KRT19', 'KRT18', 'KRT8', 'KRT14', 'KRT6A']"
KU-0063794,SGDRegressor,{'alpha': 0.0001},1.3830444753484912,0.1555072702831678,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT5', 'KRT19', 'AC107016.2', 'KRT17', 'KRT8', 'KRT18', 'KRT14', 'KRT6A']"
KU-55933,RandomForestRegressor,{'n_estimators': 100},0.7851500971892574,0.060500405032077875,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT17', 'KRT19', 'KRT14', 'KRT18', 'KRT5', 'KRT8', 'LCN2']"
KU-60019,ARDRegression,"{'alpha_1': 1e-05, 'alpha_2': 1e-06}",0.8598171578227358,0.13387995329973568,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'AC107016.2', 'LCN2', 'KRT6A', 'KRT14', 'KRT18']"
KW-2449,RandomForestRegressor,{'n_estimators': 200},1.352554737387819,0.32962656286495773,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'FTH1', 'KRT18', 'KRT8', 'KRT17', 'KRT5', 'AC107016.1']"
KX2-391,ExtraTreesRegressor,{'n_estimators': 100},2.4655100715011247,0.32180192723260104,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT14', 'KRT19', 'AC107016.2', 'KRT6A', 'KRT18', 'KRT8']"
Ki8751,LassoLars,{'alpha': 0.1},1.6343482548615005,-0.005009760334018232,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'KRT5', 'KRT8', 'KRT18', 'KRT6A', 'KRT14']"
Ko-143,RandomForestRegressor,"{'max_depth': 5, 'n_estimators': 100}",0.8317882879290063,0.09066454235653088,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'KRT17', 'KRT5', 'FTH1', 'KRT6A', 'KRT19', 'KRT14', 'MT-TS1', 'AC107016.2']"
L-685458,CatBoostRegressor,"{'depth': 8, 'iterations': 200, 'learning_rate': 0.01}",1.0108280599368524,0.02833833229505145,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT17', 'KRT19', 'KRT5', 'KRT14', 'FTH1', 'KRT8', 'KRT18']"
LBH-589,Ridge,{'alpha': 100.0},2.3436624378558872,0.12319565684528011,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT14', 'KRT19', 'AC107016.2', 'KRT6A', 'KRT8', 'KRT18']"
LE-135,CatBoostRegressor,"{'depth': 8, 'iterations': 100, 'learning_rate': 0.05}",1.0555669170826019,0.031557959091189414,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'FTH1', 'KRT17', 'KRT19', 'KRT8', 'KRT18', 'KRT5', 'KRT6A']"
LRRK2-IN-1,LinearRegression,{'fit_intercept': True},1.2730057860293595,0.34052627837262406,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'KRT14', 'KRT8', 'KRT18', 'KRT5', 'KRT6A']"
LY-2157299,SVR,"{'C': 0.01, 'kernel': 'linear'}",0.986172817912018,-0.06842488938419455,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'MTND1P23', 'KRT19', 'MT-TS1', 'KRT17', 'MMP7', 'CD24P4', 'LCN2', 'ALDH1A1']"
LY-2183240,CatBoostRegressor,"{'depth': 6, 'iterations': 300, 'learning_rate': 0.01}",1.0292298542227907,0.338061605645245,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT19', 'KRT14', 'KRT6A', 'AC107016.2', 'KRT8', 'KRT18']"
MG-132,Ridge,{'alpha': 100.0},0.8161377924955104,0.02811339228366172,"['MT-CO2', 'MT-CO1', 'MT-CYB', 'MT-RNR2', 'MT-ND2', 'MT-ND1', 'MT-ND6', 'MT-ND3', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT14', 'KRT5', 'KRT17', 'KRT19', 'AC107016.2', 'KRT6A', 'FTH1', 'S100A11']"
MGCD-265,LinearRegression,{'fit_intercept': True},1.3478133092305857,0.12681987218361357,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'KRT5', 'AC107016.2', 'KRT6A', 'KRT14', 'KRT8', 'KRT18']"
MI-1,LinearRegression,{'fit_intercept': True},0.7684248365900817,0.010402829098382305,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'AC107016.2', 'KRT19', 'KRT5', 'KRT14', 'KRT8', 'KRT18', 'FTH1']"
MI-2,LinearRegression,{'fit_intercept': True},1.151448839476413,-0.006192480841230363,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT14', 'KRT19', 'KRT6A', 'AC107016.2', 'KRT18', 'S100A9']"
MK-0752,SVR,"{'C': 0.01, 'kernel': 'rbf'}",0.7848357607336106,-0.013099325290066188,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'AC107016.2', 'KRT19', 'KRT14', 'KRT8', 'KRT18', 'KRT6A']"
MK-1775,CatBoostRegressor,"{'depth': 6, 'iterations': 300, 'learning_rate': 0.01}",1.723678694685674,0.231685026328184,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT5', 'KRT8', 'KRT18', 'KRT6A', 'KRT14']"
MK-2206,CatBoostRegressor,"{'depth': 6, 'iterations': 300, 'learning_rate': 0.01}",1.5507983552032023,0.13087096793495445,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'AC107016.2', 'KRT19', 'KRT14', 'KRT6A', 'KRT8', 'KRT18']"
ML006,LinearRegression,{'fit_intercept': True},0.993547402708002,0.020347574840945626,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'KRT5', 'KRT18', 'KRT8', 'KRT14', 'FTH1']"
ML029,CatBoostRegressor,"{'depth': 4, 'iterations': 200, 'learning_rate': 0.01}",0.5584617272806166,0.022805183355391834,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT8', 'KRT18', 'KRT5', 'KRT17', 'KRT14', 'AC107016.1']"
ML031,CatBoostRegressor,"{'depth': 4, 'iterations': 100, 'learning_rate': 0.05}",1.1495686268532124,0.12210076990999974,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'KRT6A', 'KRT14', 'LCN2', 'AC107016.2', 'S100A11']"
ML050,CatBoostRegressor,"{'depth': 6, 'iterations': 300, 'learning_rate': 0.01}",0.7727367804028118,0.026284772730570838,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT5', 'KRT17', 'KRT14', 'KRT18', 'KRT6A', 'KRT8']"
ML083,SVR,"{'C': 0.1, 'kernel': 'rbf'}",0.8153631728586646,-0.0050572138535731614,"['MT-CO1', 'MT-CO2', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT19', 'AC107016.2', 'KRT6A', 'KRT18', 'KRT8', 'KRT14']"
ML162,SVR,"{'C': 1.0, 'kernel': 'rbf'}",2.102488593438751,0.20322651551737492,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'AC107016.2', 'KRT17', 'FTH1', 'KRT8', 'KRT18', 'KRT5', 'MT-TS1']"
ML203,CatBoostRegressor,"{'depth': 8, 'iterations': 100, 'learning_rate': 0.01}",1.0893389052701963,-0.03365671956200211,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'KRT5', 'FTH1', 'KRT18', 'KRT8', 'KRT14']"
ML210,KNeighborsRegressor,{'n_neighbors': 9},2.91365156631755,0.1533540296937218,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT5', 'KRT14', 'KRT8', 'KRT18', 'KRT6A']"
ML239,CatBoostRegressor,"{'depth': 6, 'iterations': 200, 'learning_rate': 0.05}",1.2050777476494146,0.14341860055512767,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'KRT14', 'AC107016.2', 'KRT6A', 'FTH1', 'KRT8']"
ML258,Ridge,{'alpha': 1000.0},0.9267162090110095,-0.01158749979846263,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT8', 'KRT5', 'KRT18', 'FTH1', 'KRT6A']"
ML311,LinearRegression,{'fit_intercept': True},1.2814480501917977,0.2518226749872706,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT5', 'KRT8', 'KRT18', 'KRT6A', 'LCN2']"
ML312,ElasticNet,"{'alpha': 1.0, 'l1_ratio': 0.5}",0.960635853682455,-0.06277671563223675,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'RP5-857K21.7', 'MTND1P23', 'KRT17', 'MMP7', 'CD24P4', 'F3', 'GSTP1']"
ML320,CatBoostRegressor,"{'depth': 4, 'iterations': 100, 'learning_rate': 0.05}",1.6632307171879646,0.052760190249788286,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'KRT6A', 'AC107016.2', 'KRT14', 'S100A11', 'KRT18']"
ML334 diastereomer,CatBoostRegressor,"{'depth': 8, 'iterations': 100, 'learning_rate': 0.01}",0.930508617872138,0.016628323650705323,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'KRT5', 'KRT6A', 'KRT8', 'KRT18', 'LCN2']"
MLN2238,ElasticNet,"{'alpha': 0.1, 'l1_ratio': 0.1}",1.9256428203362,0.057051747579189405,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT18', 'KRT8', 'KRT5', 'MT-TS1', 'KRT6A', 'AC107016.1']"
MLN2480,KNeighborsRegressor,{'n_neighbors': 9},1.1666865983916719,0.017212592339004074,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT14', 'KRT5', 'KRT8', 'KRT18', 'AC107016.1', 'FTH1']"
MST-312,RandomForestRegressor,"{'max_depth': 7, 'n_estimators': 200}",0.824146613686314,0.2164231974279388,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'KRT17', 'KRT5', 'KRT14', 'FTH1', 'KRT19', 'AC107016.2', 'KRT6A', 'MT-TS1']"
Mdivi-1,KNeighborsRegressor,{'n_neighbors': 9},0.8676391837767825,0.0979330715119856,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'FTH1', 'KRT5', 'AC107016.2', 'KRT8', 'LCN2', 'KRT6A']"
Merck60,SVR,"{'C': 1.0, 'kernel': 'rbf'}",1.418799239019548,0.3245466655090232,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT17', 'KRT19', 'KRT5', 'KRT18', 'KRT8', 'KRT14', 'FTH1']"
N9-isopropylolomoucine,CatBoostRegressor,"{'depth': 4, 'iterations': 100, 'learning_rate': 0.05}",1.158495683190347,0.08685621322697323,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-ND2', 'MT-CYB', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'AC107016.2', 'KRT17', 'KRT5', 'KRT19', 'KRT8', 'KRT18', 'KRT6A', 'KRT14']"
NPC-26,XGBRegressor,"{'learning_rate': 0.01, 'max_depth': 3}",1.188903644244356,0.00591093454704994,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'KRT5', 'KRT14', 'AC107016.2', 'KRT6A', 'KRT8', 'KRT18']"
NSC 74859,LinearRegression,{'fit_intercept': True},0.9942268977393307,0.02552606707716354,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'MT-RNR1', 'hsa-mir-6723', 'MTND2P28', 'AC107016.2', 'KRT19', 'KRT17', 'KRT18', 'KRT8', 'KRT5', 'AC107016.1', 'MT-TS1']"
NSC19630,XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3}",1.1598342873859278,0.24418611413312918,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT19', 'KRT14', 'AC107016.2', 'KRT6A', 'KRT18', 'KRT8']"
NSC23766,XGBRegressor,"{'learning_rate': 0.05, 'max_depth': 3}",1.2151009741916268,0.12233040766652359,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT19', 'AC107016.2', 'KRT5', 'KRT6A', 'KRT14', 'KRT8', 'KRT18']"
NSC30930,RandomForestRegressor,"{'max_depth': 3, 'n_estimators': 200}",0.9357922256594096,0.025089219400324825,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT19', 'KRT17', 'AC107016.2', 'KRT5', 'FTH1', 'KRT8', 'KRT18', 'KRT6A']"
NSC48300,LinearRegression,{'fit_intercept': True},0.9995617572854675,0.23338999210165867,"['MT-CO2', 'MT-CO1', 'MT-RNR2', 'MT-CYB', 'MT-ND2', 'MT-ND1', 'MT-ND3', 'MT-ND6', 'MT-ND5', 'hsa-mir-6723', 'MT-RNR1', 'MTND2P28', 'KRT17', 'KRT5', 'KRT19', 'KRT14', 'KRT6A', 'AC107016.2', 'KRT8', 'KRT18']"
